loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_util,total_acc,addr_state,issue_d,is_default
LC007247,10000,60,5.15,189.4,A,A3,6 years,OWN,38475,Charged Off,other,41.64,0,24,0,17.1,31,FL,2020-10-01,1
LC007248,7500,60,16.9,185.99,C,C1,< 1 year,RENT,58123,Current,debt_consolidation,16.77,1,21,0,28.8,26,NC,2021-07-01,0
LC007249,5000,60,17.73,126.23,D,D4,2 years,RENT,54226,Late (31-120 days),credit_card,41.43,0,22,0,25.4,25,IL,2022-06-01,1
LC007250,15000,60,12.8,339.76,B,B4,7 years,RENT,90307,Fully Paid,credit_card,3.29,1,6,0,49.4,26,AZ,2016-05-01,0
LC007251,10000,60,16.68,246.81,C,C5,1 year,RENT,152583,Current,home_improvement,31.94,4,15,1,28.9,24,NC,2022-07-01,0
LC007252,30000,36,12.41,1002.31,B,B4,4 years,RENT,104237,Fully Paid,small_business,27.69,0,19,0,35.6,21,OH,2015-06-01,0
LC007253,25000,36,20.42,934.45,D,D2,8 years,RENT,67195,Charged Off,debt_consolidation,21.79,5,20,0,91.8,34,TX,2017-03-01,1
LC007254,10000,36,12.48,334.44,B,B5,5 years,MORTGAGE,58881,Current,medical,42.85,0,23,1,41.0,31,WI,2015-08-01,0
LC007255,12000,36,9.77,385.91,B,B2,3 years,RENT,127132,Charged Off,medical,21.75,3,18,0,15.7,38,AZ,2020-07-01,1
LC007256,7500,60,21.5,205.02,E,E3,7 years,RENT,35857,Current,credit_card,8.44,0,27,0,88.1,39,AZ,2022-03-01,0
LC007257,30000,36,10.76,978.76,B,B4,2 years,RENT,68572,Fully Paid,debt_consolidation,16.99,0,13,0,13.3,16,VA,2015-10-01,0
LC007258,20000,36,8.49,631.26,A,A4,< 1 year,RENT,31705,Current,credit_card,37.22,0,11,0,76.3,24,NY,2021-04-01,0
LC007259,7500,60,11.95,166.64,B,B4,5 years,MORTGAGE,79586,Current,credit_card,19.7,0,8,1,76.7,15,GA,2021-08-01,0
LC007260,20000,60,19.16,520.57,D,D1,10+ years,MORTGAGE,84739,Fully Paid,debt_consolidation,18.39,0,14,0,2.6,28,TX,2018-07-01,0
LC007261,30000,60,6.94,593.19,A,A1,9 years,MORTGAGE,16792,Fully Paid,credit_card,44.76,3,26,0,16.0,30,GA,2020-05-01,0
LC007262,12000,60,16.44,294.63,C,C2,10+ years,OWN,118181,Fully Paid,debt_consolidation,21.72,0,14,0,43.8,22,WI,2017-10-01,0
LC007263,5000,36,20.05,185.95,D,D3,5 years,MORTGAGE,106709,Fully Paid,other,3.84,0,12,0,97.8,24,MO,2021-07-01,0
LC007264,25000,60,20.68,671.84,D,D5,< 1 year,MORTGAGE,33567,Late (31-120 days),vacation,42.37,0,4,0,71.8,22,MD,2018-03-01,1
LC007265,12000,60,5.24,227.78,A,A2,< 1 year,RENT,312341,Fully Paid,debt_consolidation,27.03,0,4,1,18.4,8,WA,2021-03-01,0
LC007266,15000,36,9.1,477.69,B,B3,10+ years,RENT,42830,Fully Paid,other,0.2,2,24,0,32.8,42,IL,2018-10-01,0
LC007267,30000,36,10.4,973.66,B,B5,1 year,RENT,63633,Fully Paid,debt_consolidation,26.38,0,6,1,18.6,18,MO,2015-11-01,0
LC007268,35000,36,12.28,1167.19,B,B3,1 year,MORTGAGE,89787,Current,debt_consolidation,7.78,0,3,0,49.1,4,TN,2016-01-01,0
LC007269,12000,36,13.77,408.79,C,C2,5 years,MORTGAGE,56133,Current,home_improvement,0.89,0,16,0,7.9,33,IN,2019-08-01,0
LC007270,20000,36,22.47,768.68,E,E1,2 years,MORTGAGE,28188,Default,debt_consolidation,43.36,0,9,0,41.6,14,OH,2018-11-01,1
LC007271,7500,36,10.11,242.39,B,B4,3 years,OWN,62910,Default,credit_card,41.91,0,4,0,49.0,21,GA,2018-12-01,1
LC007272,5000,36,9.55,160.28,B,B3,4 years,MORTGAGE,36220,Current,credit_card,40.89,0,28,0,64.9,48,TX,2021-04-01,0
LC007273,25000,60,24.92,732.61,E,E2,< 1 year,OWN,51437,Default,other,1.54,0,24,0,80.6,30,WI,2019-06-01,1
LC007274,12000,36,6.05,365.34,A,A3,< 1 year,OWN,112062,Fully Paid,credit_card,8.12,1,6,0,4.4,22,IL,2016-04-01,0
LC007275,20000,36,15.45,697.72,C,C1,< 1 year,MORTGAGE,68203,Current,credit_card,44.41,1,16,0,23.9,25,MO,2015-09-01,0
LC007276,5000,36,20.69,187.58,D,D1,3 years,MORTGAGE,75333,Default,vacation,3.66,0,23,0,39.3,25,CA,2015-09-01,1
LC007277,12000,36,9.3,383.27,B,B1,1 year,OTHER,112559,Current,debt_consolidation,33.73,1,26,1,64.4,37,MI,2018-04-01,0
LC007278,10000,60,8.6,205.65,A,A2,2 years,MORTGAGE,45946,Current,other,30.44,0,26,0,50.7,29,MO,2015-03-01,0
LC007279,40000,36,32.1,1744.4,G,G4,10+ years,MORTGAGE,94155,Charged Off,debt_consolidation,42.16,0,16,0,68.2,28,MI,2017-06-01,1
LC007280,5000,36,21.07,188.56,E,E1,6 years,RENT,115660,Late (31-120 days),medical,30.11,0,11,0,88.9,21,AZ,2016-08-01,1
LC007281,12000,36,12.47,401.27,B,B3,6 years,OWN,37542,Default,debt_consolidation,5.39,0,24,0,73.2,42,MO,2021-04-01,1
LC007282,25000,36,18.32,907.83,D,D2,4 years,RENT,56449,Fully Paid,home_improvement,10.25,3,10,0,23.3,11,FL,2017-01-01,0
LC007283,20000,36,21.21,755.66,E,E3,< 1 year,OWN,60935,Charged Off,other,37.34,0,13,0,62.9,28,NC,2017-05-01,1
LC007284,15000,60,10.99,326.06,B,B2,< 1 year,MORTGAGE,36794,Current,credit_card,13.85,0,30,0,37.0,33,MI,2017-03-01,0
LC007285,10000,60,27.28,307.03,F,F2,< 1 year,MORTGAGE,43690,Default,home_improvement,41.75,5,25,0,43.0,39,OH,2022-05-01,1
LC007286,5000,36,22.83,193.11,E,E2,2 years,MORTGAGE,253969,Fully Paid,debt_consolidation,10.67,0,28,0,92.6,30,AZ,2022-08-01,0
LC007287,30000,60,29.14,954.81,G,G1,8 years,RENT,86269,Current,other,5.85,0,26,0,89.4,33,NJ,2017-12-01,0
LC007288,12000,60,13.0,273.04,C,C3,7 years,MORTGAGE,53388,Current,credit_card,3.64,0,24,0,25.4,29,NY,2017-08-01,0
LC007289,5000,60,8.06,101.53,A,A2,5 years,RENT,105947,Current,home_improvement,38.24,0,3,0,50.0,7,TN,2016-01-01,0
LC007290,15000,60,23.13,423.98,E,E2,5 years,OTHER,67732,Current,major_purchase,23.63,0,7,0,49.4,25,NC,2018-12-01,0
LC007291,15000,36,17.95,541.91,D,D1,1 year,RENT,122241,Fully Paid,debt_consolidation,0.02,1,15,0,99.3,20,FL,2020-12-01,0
LC007292,12000,36,28.73,501.11,F,F3,9 years,MORTGAGE,41051,Charged Off,debt_consolidation,11.66,0,20,0,65.3,28,IN,2022-03-01,1
LC007293,35000,60,26.79,1064.35,F,F5,2 years,RENT,59368,Charged Off,debt_consolidation,43.05,0,4,0,77.0,20,OH,2019-02-01,1
LC007294,5000,36,18.76,182.67,D,D2,3 years,RENT,85358,Current,credit_card,21.59,0,5,1,10.5,16,TX,2020-03-01,0
LC007295,5000,60,32.65,170.0,G,G5,5 years,MORTGAGE,84737,Late (31-120 days),credit_card,20.05,0,20,0,28.2,29,TN,2022-01-01,1
LC007296,15000,36,8.91,476.37,A,A1,8 years,RENT,45135,Fully Paid,medical,12.0,0,26,0,52.9,32,CA,2016-03-01,0
LC007297,15000,36,32.33,656.07,G,G3,9 years,MORTGAGE,72729,Fully Paid,debt_consolidation,31.15,0,18,1,34.9,38,CA,2021-05-01,0
LC007298,30000,36,7.66,935.39,A,A5,4 years,RENT,46524,Fully Paid,credit_card,42.7,2,11,1,13.7,12,IL,2017-06-01,0
LC007299,40000,36,22.2,1531.76,E,E5,6 years,RENT,53087,Default,other,34.92,1,19,0,64.6,29,NC,2020-10-01,1
LC007300,40000,36,16.18,1409.84,C,C2,3 years,RENT,76247,Current,debt_consolidation,6.99,0,13,0,71.4,27,VA,2017-07-01,0
LC007301,30000,60,11.67,662.34,B,B5,8 years,RENT,40478,Fully Paid,credit_card,40.12,0,17,1,9.1,17,IL,2022-07-01,0
LC007302,12000,36,32.75,527.66,G,G1,5 years,RENT,70414,Fully Paid,credit_card,1.78,1,29,0,10.6,48,WI,2018-08-01,0
LC007303,20000,60,15.1,476.85,C,C5,6 years,MORTGAGE,42687,Fully Paid,credit_card,37.17,0,12,0,6.4,26,NC,2016-10-01,0
LC007304,35000,60,19.46,916.8,D,D4,6 years,RENT,220061,Charged Off,debt_consolidation,28.65,2,3,2,97.5,17,TN,2020-02-01,1
LC007305,25000,36,17.56,898.3,D,D1,7 years,OWN,27030,Current,credit_card,12.54,0,6,0,50.3,26,IL,2017-09-01,0
LC007306,20000,36,10.85,653.35,B,B2,5 years,RENT,126357,Fully Paid,other,16.95,3,11,0,96.7,11,IN,2015-06-01,0
LC007307,7500,60,17.15,187.0,D,D4,4 years,MORTGAGE,78650,Charged Off,credit_card,43.81,0,21,2,32.7,26,MA,2016-12-01,1
LC007308,40000,60,14.55,942.17,C,C2,5 years,MORTGAGE,70581,Current,credit_card,22.27,1,8,1,38.5,21,IN,2017-07-01,0
LC007309,20000,60,15.29,478.85,C,C4,8 years,RENT,53667,Late (31-120 days),vacation,15.26,1,14,2,92.6,21,VA,2020-10-01,1
LC007310,5000,36,13.16,168.86,C,C5,3 years,RENT,87291,Fully Paid,car,38.27,0,20,0,31.8,35,WI,2015-10-01,0
LC007311,5000,36,9.18,159.42,B,B1,9 years,RENT,51225,Fully Paid,medical,2.82,0,27,0,28.2,34,WI,2018-02-01,0
LC007312,12000,36,14.84,415.04,C,C5,< 1 year,MORTGAGE,53178,Fully Paid,other,17.44,0,9,2,16.2,25,MO,2022-08-01,0
LC007313,20000,60,13.83,463.6,C,C5,5 years,MORTGAGE,35706,Fully Paid,medical,4.06,3,23,0,82.3,35,OH,2017-09-01,0
LC007314,7500,36,15.55,262.01,C,C2,3 years,MORTGAGE,68886,Default,credit_card,35.49,0,5,0,46.9,5,NC,2019-07-01,1
LC007315,40000,36,8.86,1269.38,A,A4,1 year,MORTGAGE,82627,Fully Paid,debt_consolidation,24.75,0,15,0,71.2,29,WA,2015-11-01,0
LC007316,7500,36,11.95,248.93,B,B5,< 1 year,MORTGAGE,70094,Fully Paid,major_purchase,9.51,0,21,0,50.9,28,WA,2022-06-01,0
LC007317,30000,36,23.0,1161.29,E,E4,4 years,MORTGAGE,112821,Fully Paid,home_improvement,6.87,3,11,0,95.7,11,OH,2015-01-01,0
LC007318,40000,60,10.0,849.88,B,B4,< 1 year,MORTGAGE,42018,Fully Paid,small_business,33.61,3,8,1,16.2,25,MD,2017-10-01,0
LC007319,5000,36,22.19,191.44,E,E2,2 years,MORTGAGE,68895,Fully Paid,credit_card,18.83,0,10,0,12.7,29,NY,2015-12-01,0
LC007320,7500,60,17.75,189.43,D,D5,7 years,OWN,80403,Charged Off,medical,21.4,2,13,0,55.1,32,MA,2017-01-01,1
LC007321,15000,36,17.72,540.18,D,D1,2 years,OWN,73205,Fully Paid,home_improvement,16.63,1,27,0,28.4,43,IL,2022-12-01,0
LC007322,30000,36,19.38,1105.45,D,D3,3 years,OWN,31553,Fully Paid,medical,23.11,0,9,0,60.9,9,IL,2019-06-01,0
LC007323,35000,36,8.55,1105.67,A,A2,5 years,RENT,64580,Current,home_improvement,42.17,0,14,0,15.6,22,MO,2018-05-01,0
LC007324,20000,60,27.38,615.26,F,F1,10+ years,MORTGAGE,69857,Late (31-120 days),debt_consolidation,3.44,0,19,0,8.7,19,OH,2016-06-01,1
LC007325,10000,60,30.6,327.23,G,G3,10+ years,RENT,69464,Late (31-120 days),debt_consolidation,21.92,0,16,0,86.3,26,MO,2020-06-01,1
LC007326,7500,60,10.84,162.47,B,B5,7 years,RENT,53283,Fully Paid,home_improvement,5.95,0,5,0,23.4,18,MI,2017-02-01,0
LC007327,7500,36,22.9,289.93,E,E4,1 year,RENT,71899,Late (31-120 days),debt_consolidation,21.86,0,11,0,20.9,28,CA,2018-12-01,1
LC007328,12000,36,6.46,367.57,A,A1,< 1 year,MORTGAGE,81301,Fully Paid,debt_consolidation,8.15,0,3,0,19.2,19,MO,2020-07-01,0
LC007329,7500,60,15.9,181.99,C,C3,6 years,OWN,119716,Current,small_business,16.33,3,15,0,21.0,28,MD,2016-02-01,0
LC007330,35000,36,13.72,1191.46,C,C2,2 years,MORTGAGE,164402,Fully Paid,credit_card,17.41,0,5,0,50.0,25,NJ,2017-08-01,0
LC007331,12000,36,13.5,407.22,C,C5,10+ years,MORTGAGE,77190,Fully Paid,small_business,14.58,0,27,0,46.7,35,MA,2018-04-01,0
LC007332,25000,60,24.64,728.52,E,E1,7 years,MORTGAGE,60400,Current,other,36.05,0,4,0,12.8,14,IL,2018-08-01,0
LC007333,40000,36,20.51,1496.96,D,D1,2 years,RENT,64100,Fully Paid,major_purchase,24.94,0,20,0,90.0,39,NJ,2016-04-01,0
LC007334,5000,60,10.16,106.63,B,B2,2 years,OWN,52395,Current,credit_card,5.48,0,10,0,59.8,10,WA,2021-11-01,0
LC007335,15000,36,25.1,597.19,F,F4,6 years,OWN,40436,Charged Off,home_improvement,32.64,0,11,0,80.6,13,NC,2022-10-01,1
LC007336,35000,36,7.54,1089.36,A,A4,3 years,RENT,118021,Fully Paid,other,11.68,1,9,1,22.5,12,GA,2015-11-01,0
LC007337,25000,60,7.53,501.31,A,A1,5 years,MORTGAGE,62991,Fully Paid,medical,7.26,0,10,1,94.7,10,NC,2020-03-01,0
LC007338,40000,60,19.4,1046.45,D,D1,3 years,RENT,74943,Charged Off,other,40.5,2,6,0,80.6,11,NJ,2019-08-01,1
LC007339,30000,36,10.01,968.16,B,B5,10+ years,OWN,57959,Current,credit_card,21.06,0,7,0,6.6,25,NC,2019-10-01,0
LC007340,12000,60,12.63,270.77,B,B2,8 years,MORTGAGE,72562,Fully Paid,debt_consolidation,2.76,0,4,0,49.9,10,TN,2016-08-01,0
LC007341,35000,36,13.43,1186.55,C,C3,< 1 year,MORTGAGE,150022,Current,debt_consolidation,34.26,0,12,0,32.1,29,VA,2017-06-01,0
LC007342,20000,36,10.88,653.64,B,B1,6 years,MORTGAGE,50528,Fully Paid,debt_consolidation,21.25,1,24,0,48.6,31,NJ,2016-02-01,0
LC007343,10000,60,12.55,225.23,B,B1,3 years,MORTGAGE,80251,Charged Off,debt_consolidation,41.96,0,17,1,94.7,28,MA,2017-02-01,1
LC007344,12000,60,11.56,264.27,B,B5,1 year,OWN,123068,Current,debt_consolidation,21.04,1,11,0,63.0,12,FL,2022-09-01,0
LC007345,5000,60,19.42,130.86,D,D1,7 years,RENT,38863,Current,debt_consolidation,38.17,5,15,0,29.5,33,AZ,2018-03-01,0
LC007346,35000,60,14.56,824.59,C,C2,8 years,MORTGAGE,76396,Fully Paid,medical,11.94,2,7,0,77.2,18,IL,2016-12-01,0
LC007347,7500,36,23.82,293.54,E,E4,10+ years,MORTGAGE,35570,Default,major_purchase,18.36,0,12,0,41.3,15,NC,2019-03-01,1
LC007348,15000,36,18.87,548.85,D,D5,7 years,OWN,117390,Late (31-120 days),debt_consolidation,15.77,0,5,0,53.5,15,OH,2021-09-01,1
LC007349,7500,36,9.18,239.13,B,B5,< 1 year,RENT,121087,Current,other,7.51,0,20,0,86.5,20,TX,2015-12-01,0
LC007350,25000,36,14.95,866.02,C,C2,< 1 year,MORTGAGE,92125,Current,other,32.03,0,20,0,10.4,24,CA,2019-03-01,0
LC007351,5000,36,13.82,170.45,C,C3,7 years,RENT,116341,Fully Paid,credit_card,26.7,2,13,0,72.7,29,OH,2021-12-01,0
LC007352,40000,36,18.75,1461.19,D,D4,6 years,RENT,28224,Fully Paid,medical,4.26,0,8,0,66.4,12,WA,2020-11-01,0
LC007353,40000,60,14.21,935.09,C,C4,2 years,RENT,57953,Fully Paid,credit_card,2.17,0,12,0,76.9,28,PA,2019-12-01,0
LC007354,35000,60,11.49,769.57,B,B2,9 years,MORTGAGE,137219,Fully Paid,other,10.31,0,13,0,86.3,32,MI,2021-02-01,0
LC007355,35000,60,20.59,938.81,D,D3,2 years,MORTGAGE,60029,Charged Off,debt_consolidation,41.06,0,14,0,53.2,31,IN,2022-08-01,1
LC007356,15000,60,14.06,349.49,C,C5,9 years,RENT,45998,Current,moving,5.65,1,17,0,17.8,21,IL,2015-05-01,0
LC007357,25000,60,12.22,558.89,B,B1,< 1 year,MORTGAGE,80306,Fully Paid,small_business,42.16,0,23,0,10.7,43,IL,2016-01-01,0
LC007358,20000,60,17.97,507.54,D,D3,10+ years,OTHER,27315,Charged Off,medical,44.84,4,23,1,67.2,29,MD,2020-10-01,1
LC007359,25000,36,5.27,752.31,A,A2,5 years,RENT,71590,Current,other,7.52,3,20,0,58.6,35,WA,2019-04-01,0
LC007360,40000,36,20.52,1497.16,D,D5,9 years,RENT,91939,Charged Off,small_business,26.11,0,24,1,65.5,42,CA,2020-02-01,1
LC007361,30000,36,15.11,1041.58,C,C4,< 1 year,RENT,29214,Fully Paid,small_business,16.93,0,14,0,75.1,17,MA,2017-04-01,0
LC007362,35000,60,16.99,869.65,C,C1,4 years,OTHER,48020,Current,credit_card,29.67,0,7,0,95.7,13,NJ,2022-08-01,0
LC007363,15000,36,11.04,491.36,B,B4,< 1 year,MORTGAGE,102225,Fully Paid,debt_consolidation,37.33,0,18,0,27.2,19,TN,2021-11-01,0
LC007364,25000,60,7.29,498.46,A,A3,4 years,OTHER,54010,Current,other,26.96,0,26,0,89.2,34,NJ,2022-06-01,0
LC007365,30000,36,25.15,1195.18,F,F4,< 1 year,RENT,110270,Late (31-120 days),debt_consolidation,10.45,0,10,0,94.7,13,MI,2018-10-01,1
LC007366,25000,36,22.98,967.48,E,E4,3 years,OWN,91920,Late (31-120 days),moving,13.91,0,4,2,99.8,12,VA,2019-03-01,1
LC007367,40000,60,14.22,935.3,C,C1,8 years,RENT,76212,Current,credit_card,12.13,0,18,1,74.2,24,TX,2020-06-01,0
LC007368,25000,60,20.6,670.72,D,D1,6 years,MORTGAGE,70445,Fully Paid,major_purchase,11.01,1,23,0,99.6,35,FL,2017-01-01,0
LC007369,25000,36,13.17,844.4,C,C4,4 years,MORTGAGE,52619,Late (31-120 days),home_improvement,44.72,1,13,1,89.8,16,WA,2018-05-01,1
LC007370,10000,36,5.28,300.97,A,A2,4 years,MORTGAGE,60278,Fully Paid,debt_consolidation,36.28,0,28,0,68.9,43,MI,2020-12-01,0
LC007371,7500,36,25.46,300.03,F,F5,5 years,OWN,89962,Late (31-120 days),debt_consolidation,18.79,1,26,0,87.0,32,WA,2020-06-01,1
LC007372,15000,36,12.72,503.39,B,B2,1 year,RENT,73852,Fully Paid,debt_consolidation,40.89,5,5,0,63.5,15,CA,2015-10-01,0
LC007373,15000,60,5.37,285.62,A,A3,7 years,RENT,111844,Current,credit_card,28.24,3,18,0,51.1,33,AZ,2019-03-01,0
LC007374,30000,36,20.25,1118.73,D,D1,9 years,OWN,32733,Current,credit_card,35.73,0,18,1,74.2,33,GA,2022-01-01,0
LC007375,35000,36,5.37,1054.81,A,A1,3 years,RENT,28339,Current,debt_consolidation,24.13,5,15,0,29.3,23,MA,2020-08-01,0
LC007376,10000,36,16.67,354.89,C,C1,2 years,RENT,71523,Charged Off,credit_card,4.11,2,8,0,49.4,14,IN,2016-01-01,1
LC007377,35000,36,10.42,1136.27,B,B5,1 year,MORTGAGE,181148,Fully Paid,debt_consolidation,2.91,0,21,0,79.3,27,TN,2022-01-01,0
LC007378,12000,36,9.48,384.28,B,B3,8 years,MORTGAGE,74284,Fully Paid,credit_card,42.92,0,14,0,25.2,21,AZ,2022-09-01,0
LC007379,10000,36,24.81,396.59,E,E4,1 year,MORTGAGE,72483,Current,credit_card,28.7,0,21,0,93.4,24,OH,2020-08-01,0
LC007380,5000,60,5.3,95.04,A,A4,2 years,MORTGAGE,28409,Fully Paid,other,7.5,0,23,0,68.4,38,OH,2022-11-01,0
LC007381,25000,60,18.95,647.83,D,D2,2 years,RENT,24177,Current,credit_card,18.98,0,16,2,69.2,27,TN,2022-09-01,0
LC007382,35000,60,8.8,723.15,A,A1,2 years,MORTGAGE,59449,Late (31-120 days),debt_consolidation,30.14,2,13,0,33.4,14,WA,2021-03-01,1
LC007383,40000,36,31.78,1737.29,G,G1,< 1 year,MORTGAGE,46411,Late (31-120 days),other,29.76,0,24,1,34.2,36,IN,2016-03-01,1
LC007384,5000,36,16.2,176.28,C,C1,5 years,RENT,85589,Current,credit_card,20.35,0,18,0,29.8,24,WA,2015-10-01,0
LC007385,5000,60,11.73,110.54,B,B1,2 years,MORTGAGE,48945,Fully Paid,debt_consolidation,40.61,0,14,1,7.6,31,FL,2016-04-01,0
LC007386,35000,60,22.87,984.05,E,E3,9 years,MORTGAGE,27528,Fully Paid,home_improvement,29.71,0,21,0,19.8,24,TN,2016-05-01,0
LC007387,40000,36,17.18,1429.7,D,D5,7 years,MORTGAGE,65713,Fully Paid,debt_consolidation,25.55,0,14,0,67.1,22,MD,2017-11-01,0
LC007388,25000,60,18.86,646.59,D,D4,4 years,RENT,105012,Fully Paid,credit_card,33.91,0,28,1,3.2,43,WI,2020-04-01,0
LC007389,40000,36,14.28,1372.55,C,C2,< 1 year,RENT,169327,Current,credit_card,34.16,0,11,0,46.0,12,VA,2017-08-01,0
LC007390,7500,36,14.42,257.86,C,C2,2 years,MORTGAGE,113027,Default,debt_consolidation,10.32,0,28,0,85.3,31,OH,2021-11-01,1
LC007391,20000,36,10.66,651.56,B,B5,2 years,MORTGAGE,44827,Current,debt_consolidation,0.66,2,16,0,54.4,25,WI,2020-06-01,0
LC007392,10000,36,28.58,416.78,F,F1,8 years,MORTGAGE,128142,Late (31-120 days),debt_consolidation,16.6,0,14,1,54.6,25,CA,2015-03-01,1
LC007393,35000,36,11.37,1152.0,B,B1,9 years,MORTGAGE,89982,Fully Paid,credit_card,42.62,0,23,0,28.3,29,WI,2022-06-01,0
LC007394,12000,36,18.07,434.25,D,D1,< 1 year,OWN,67694,Current,medical,17.67,1,25,0,23.8,36,TN,2021-07-01,0
LC007395,5000,60,16.76,123.62,C,C5,7 years,MORTGAGE,108312,Fully Paid,credit_card,25.46,0,6,0,94.0,14,VA,2020-03-01,0
LC007396,7500,36,12.77,251.87,B,B2,5 years,OWN,35279,Fully Paid,debt_consolidation,4.54,0,17,0,10.7,23,MA,2018-02-01,0
LC007397,10000,36,31.99,435.49,G,G1,1 year,OWN,88757,Charged Off,medical,28.86,0,29,1,54.3,37,AZ,2016-02-01,1
LC007398,20000,36,24.1,785.71,E,E3,9 years,RENT,110825,Late (31-120 days),credit_card,17.14,2,24,0,53.9,37,OH,2019-01-01,1
LC007399,35000,36,15.61,1223.77,C,C4,7 years,MORTGAGE,116086,Fully Paid,car,3.3,0,9,0,57.3,13,MI,2017-02-01,0
LC007400,40000,36,18.51,1456.35,D,D3,8 years,RENT,82183,Fully Paid,credit_card,44.06,0,25,0,35.2,32,IL,2022-04-01,0
LC007401,40000,36,5.44,1206.75,A,A4,1 year,RENT,72359,Current,other,37.71,0,21,0,72.0,28,WI,2021-10-01,0
LC007402,35000,36,7.29,1085.35,A,A2,< 1 year,MORTGAGE,32678,Fully Paid,credit_card,40.29,5,20,1,96.2,37,PA,2018-02-01,0
LC007403,15000,36,10.65,488.6,B,B2,< 1 year,RENT,76381,Fully Paid,medical,35.13,2,30,0,65.7,33,IN,2019-06-01,0
LC007404,10000,36,15.32,348.22,C,C5,7 years,MORTGAGE,56819,Current,credit_card,30.97,0,15,1,47.4,27,IL,2021-12-01,0
LC007405,15000,60,19.96,397.07,D,D2,2 years,RENT,71601,Fully Paid,debt_consolidation,15.59,0,16,1,54.7,17,CA,2016-08-01,0
LC007406,20000,36,19.72,740.42,D,D5,6 years,MORTGAGE,59621,Fully Paid,debt_consolidation,1.42,0,7,0,82.3,10,MD,2016-07-01,0
LC007407,35000,36,6.82,1077.82,A,A1,10+ years,OWN,61023,Fully Paid,debt_consolidation,13.01,0,4,0,36.5,4,PA,2018-01-01,0
LC007408,12000,36,14.06,410.48,C,C4,7 years,MORTGAGE,51630,Current,debt_consolidation,1.11,0,17,0,0.5,34,GA,2021-03-01,0
LC007409,35000,36,22.31,1342.29,E,E4,2 years,RENT,69981,Default,debt_consolidation,11.18,0,30,0,68.4,46,TN,2022-01-01,1
LC007410,20000,60,16.08,487.21,C,C5,3 years,MORTGAGE,76987,Current,major_purchase,12.97,1,4,0,21.0,17,MD,2017-03-01,0
LC007411,5000,36,13.0,168.47,C,C3,6 years,MORTGAGE,33267,Fully Paid,vacation,15.61,0,26,0,6.3,37,GA,2016-12-01,0
LC007412,10000,60,9.41,209.58,B,B1,4 years,OWN,40823,Charged Off,credit_card,18.24,4,14,1,77.0,29,MA,2017-08-01,1
LC007413,10000,36,24.34,394.12,E,E3,2 years,RENT,91725,Charged Off,moving,38.57,1,27,0,0.3,33,MA,2021-04-01,1
LC007414,7500,60,10.63,161.69,B,B2,2 years,RENT,52298,Charged Off,credit_card,1.98,0,12,0,81.9,18,IL,2017-03-01,1
LC007415,7500,60,20.51,200.84,D,D1,5 years,RENT,43273,Default,medical,22.06,0,14,0,12.7,27,MA,2018-06-01,1
LC007416,15000,60,22.33,417.1,E,E3,9 years,OWN,66163,Default,vacation,30.42,0,28,0,96.6,29,TX,2022-07-01,1
LC007417,20000,36,23.98,784.45,E,E5,3 years,RENT,57525,Current,other,43.67,1,22,0,5.9,30,PA,2015-10-01,0
LC007418,15000,36,18.76,548.02,D,D1,1 year,RENT,44854,Default,other,44.19,0,5,0,38.4,25,CA,2022-11-01,1
LC007419,12000,36,13.78,408.85,C,C1,3 years,OWN,55986,Current,small_business,13.87,4,26,0,28.9,33,MI,2020-12-01,0
LC007420,5000,60,13.95,116.21,C,C2,< 1 year,MORTGAGE,55898,Late (31-120 days),small_business,41.12,0,26,0,10.6,31,WI,2016-06-01,1
LC007421,15000,36,13.88,511.79,C,C5,5 years,MORTGAGE,266741,Fully Paid,major_purchase,37.73,0,10,1,73.0,28,OH,2020-06-01,0
LC007422,30000,36,5.74,909.13,A,A3,9 years,RENT,29101,Current,other,41.31,0,22,0,35.5,28,NY,2015-05-01,0
LC007423,10000,36,21.24,377.98,E,E4,4 years,OTHER,135626,Fully Paid,home_improvement,18.45,1,26,0,97.8,31,AZ,2019-09-01,0
LC007424,30000,60,7.98,608.0,A,A3,9 years,MORTGAGE,83489,Fully Paid,debt_consolidation,39.18,1,4,0,48.0,17,WA,2018-01-01,0
LC007425,10000,60,5.55,191.24,A,A4,10+ years,RENT,36654,Fully Paid,debt_consolidation,18.73,2,3,0,10.8,22,MA,2021-10-01,0
LC007426,5000,60,5.9,96.43,A,A3,5 years,MORTGAGE,42243,Fully Paid,debt_consolidation,41.46,0,29,1,72.8,39,IL,2016-06-01,0
LC007427,35000,60,23.1,988.68,E,E5,3 years,OTHER,30057,Current,other,13.41,0,6,0,85.2,14,TN,2015-08-01,0
LC007428,40000,36,10.12,1292.94,B,B1,4 years,OWN,54258,Current,home_improvement,16.35,0,18,0,1.5,37,MI,2020-06-01,0
LC007429,30000,36,31.05,1290.86,G,G2,7 years,OTHER,373235,Late (31-120 days),credit_card,27.45,1,9,1,0.5,27,CA,2016-01-01,1
LC007430,15000,36,19.26,551.81,D,D1,8 years,OWN,39662,Default,credit_card,38.84,0,23,0,81.2,23,NY,2020-12-01,1
